rank,Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,-50% +,0% - -50%,0 - 50%,50% - 199%,200% - 499%,500% - 600%,600% +,ratio_200_plus,ratio_50_plus,failed_criteria
942,3oeQtSegYiTdi6X4koVEDrWvHovnxVZoPpSWPr3dH8AF,26.73%,"$2,388.57","$44,803.64",30.61%,?,['trojan'],0.02,https://gmgn.ai/sol/address/3oeQtSegYiTdi6X4koVEDrWvHovnxVZoPpSWPr3dH8AF,250,75.0,91.0,56.0,24.0,3.0,0.0,2.0,0.02,0.116,[]
943,9Qgrt6XsoDaGWx1xG17ZftVzBWb4BoE2KqQsYwJAryzg,29.92%,"$126,375.76","$179,049.34",33.33%,?,['photon'],9.47,https://gmgn.ai/sol/address/9Qgrt6XsoDaGWx1xG17ZftVzBWb4BoE2KqQsYwJAryzg,901,64.0,124.0,48.0,27.0,12.0,0.0,6.0,0.01997780244173141,0.049944506104328525,[]
944,FfC9cMedUdZLui9yJJ6MXXoFAw6rLLsWSADqaDAPePjx,12.79%,"$32,863.44","$1,096.28",30.68%,?,['bullx'],30.09,https://gmgn.ai/sol/address/FfC9cMedUdZLui9yJJ6MXXoFAw6rLLsWSADqaDAPePjx,455,85.0,127.0,50.0,20.0,6.0,0.0,3.0,0.01978021978021978,0.06373626373626373,[]
945,FwVih1mkrWdrT6F1qvQ2x1uaNefh6P5s8SdJG89VkSpA,26.12%,"$11,736.31","$35,738.06",38.73%,?,['bullx'],2.9,https://gmgn.ai/sol/address/FwVih1mkrWdrT6F1qvQ2x1uaNefh6P5s8SdJG89VkSpA,457,0.0,0.0,10.0,31.0,6.0,1.0,2.0,0.019693654266958426,0.087527352297593,[]
946,2VNeYHAn9aPjmi3xLi6XgKPgeeRYSwZ6pXsfj49t8tUc,11.14%,"$58,455.91","$58,455.91",39.20%,?,['bullx'],122.22,https://gmgn.ai/sol/address/2VNeYHAn9aPjmi3xLi6XgKPgeeRYSwZ6pXsfj49t8tUc,764,29.0,155.0,68.0,29.0,11.0,0.0,4.0,0.01963350785340314,0.05759162303664921,[]
947,Goyx66z51ThbzYL3qMZM6PA3suo7fV6ACrbb2GyJWD5L,90.92%,"$12,625.49","$12,625.49",32.08%,?,['gmgn'],11.6,https://gmgn.ai/sol/address/Goyx66z51ThbzYL3qMZM6PA3suo7fV6ACrbb2GyJWD5L,769,51.0,62.0,30.0,25.0,10.0,1.0,4.0,0.01950585175552666,0.05201560468140442,[]
948,8y9ox5P36vD6vhxAbX3s8zSVA2XneEdrqvFBvkwH7ajh,41.84%,"$154,309.33","$824,521.82",40.74%,?,['bullx'],776.77,https://gmgn.ai/sol/address/8y9ox5P36vD6vhxAbX3s8zSVA2XneEdrqvFBvkwH7ajh,359,56.0,105.0,90.0,24.0,2.0,1.0,4.0,0.019498607242339833,0.08635097493036212,[]
949,9YA5cMrxbAgZqGp5qqGaw2ndABDBohUUd4QVAWPzuFTr,30.14%,"$25,477.15","$30,047.94",38.61%,?,['bullx'],97.09,https://gmgn.ai/sol/address/9YA5cMrxbAgZqGp5qqGaw2ndABDBohUUd4QVAWPzuFTr,360,0.0,0.0,24.0,19.0,3.0,0.0,4.0,0.019444444444444445,0.07222222222222222,[]
950,33coigcjhyB6tDU5BjWDSFNoDowuyQTV9rGvnpfvqquK,5.27%,"$20,930.08","$39,387.71",49.02%,?,[],9.95,https://gmgn.ai/sol/address/33coigcjhyB6tDU5BjWDSFNoDowuyQTV9rGvnpfvqquK,258,0.0,0.0,11.0,34.0,5.0,0.0,0.0,0.01937984496124031,0.1511627906976744,[]
951,BxHhQ5U4sqAupnUkTdCqLGqsHmBFyuWbcBrjSgSHpdte,17.75%,"$32,301.69","$209,150.92",56.73%,?,['photon'],563.84,https://gmgn.ai/sol/address/BxHhQ5U4sqAupnUkTdCqLGqsHmBFyuWbcBrjSgSHpdte,310,20.0,122.0,124.0,28.0,3.0,3.0,0.0,0.01935483870967742,0.10967741935483871,[]
952,ETDC4iRp8mF8B9Y2zi5hxu4MsRX5AkiTgp8Ea4rUxJMP,21.31%,"$29,018.98","$39,283.68",49.06%,?,[],3.59,https://gmgn.ai/sol/address/ETDC4iRp8mF8B9Y2zi5hxu4MsRX5AkiTgp8Ea4rUxJMP,363,41.0,58.0,50.0,28.0,7.0,0.0,0.0,0.01928374655647383,0.09641873278236915,[]
953,pq3SGW1qkVQNmWoH2BiQTWXnQKtVW14vvLeDHCt3XS7,11.06%,"$27,769.75","$69,083.82",59.42%,?,['photon'],309.06,https://gmgn.ai/sol/address/pq3SGW1qkVQNmWoH2BiQTWXnQKtVW14vvLeDHCt3XS7,415,79.0,64.0,90.0,57.0,6.0,0.0,2.0,0.01927710843373494,0.1566265060240964,[]
954,6bfe5Fz7swbNUhgnS8xCFhr1YYCy88QR81iP44aT17sZ,42.03%,"$32,735.60","$32,735.60",40.00%,?,[],0.02,https://gmgn.ai/sol/address/6bfe5Fz7swbNUhgnS8xCFhr1YYCy88QR81iP44aT17sZ,467,56.0,40.0,27.0,12.0,6.0,1.0,2.0,0.019271948608137045,0.044967880085653104,[]
955,9pX3fsNszMRpwi7FoeMTWVqtJhhkx6Pu8eFbKcKmUkXk,24.25%,"$61,121.73","$80,244.09",50.48%,?,[],22.67,https://gmgn.ai/sol/address/9pX3fsNszMRpwi7FoeMTWVqtJhhkx6Pu8eFbKcKmUkXk,521,34.0,124.0,84.0,48.0,7.0,0.0,3.0,0.019193857965451054,0.11132437619961612,[]
956,BjnY2Lc6CjFGWaHGi7aPXUADWC1Z8QQWStxTaJaJjhnV,8.75%,"$3,711.05","$3,711.05",53.85%,?,['bullx'],4.18,https://gmgn.ai/sol/address/BjnY2Lc6CjFGWaHGi7aPXUADWC1Z8QQWStxTaJaJjhnV,313,36.0,109.0,113.0,36.0,4.0,0.0,2.0,0.019169329073482427,0.134185303514377,[]
957,CpipgictSBEb6UdZTLZhHrdiDSytEpTTGdJDNtQQPeAZ,27.00%,"$42,794.31","$79,896.59",57.97%,?,['pepeboost'],24.09,https://gmgn.ai/sol/address/CpipgictSBEb6UdZTLZhHrdiDSytEpTTGdJDNtQQPeAZ,522,26.0,100.0,130.0,34.0,9.0,1.0,0.0,0.019157088122605363,0.0842911877394636,[]
958,n8tksGrV625NmPjWGyTyxnQinC8U3jgY5gEREpZTqLB,23.16%,"$10,015.90","$18,612.94",51.03%,?,[],13.03,https://gmgn.ai/sol/address/n8tksGrV625NmPjWGyTyxnQinC8U3jgY5gEREpZTqLB,418,37.0,114.0,106.0,35.0,6.0,0.0,2.0,0.019138755980861243,0.10287081339712918,[]
959,3Jiw9sniwpXKrV93HUPSbmQorR8kGYSuhCEjHY8Ad4yG,19.11%,"$12,327.73","$12,327.73",30.46%,?,['gmgn'],2.78,https://gmgn.ai/sol/address/3Jiw9sniwpXKrV93HUPSbmQorR8kGYSuhCEjHY8Ad4yG,418,12.0,194.0,59.0,27.0,5.0,0.0,3.0,0.019138755980861243,0.08373205741626795,[]
960,APAFT9BeqUZisEUs61qrCT6nKceHEjRuxQS2pUxcjGbQ,13.94%,"$2,613.19","$2,613.19",40.91%,?,['gmgn'],0.82,https://gmgn.ai/sol/address/APAFT9BeqUZisEUs61qrCT6nKceHEjRuxQS2pUxcjGbQ,262,36.0,61.0,36.0,15.0,3.0,1.0,1.0,0.019083969465648856,0.07633587786259542,[]
961,GByayGiVrMQX3yiRgEuGwWPysTfbSxbefTYFGB9aVyJZ,43.87%,"$24,298.34","$41,458.44",32.93%,?,['photon'],33.42,https://gmgn.ai/sol/address/GByayGiVrMQX3yiRgEuGwWPysTfbSxbefTYFGB9aVyJZ,262,35.0,130.0,65.0,22.0,4.0,0.0,1.0,0.019083969465648856,0.10305343511450382,[]
962,Afmg6Gqdb9m1H6GVhWzHwTo71XUYSEWkQLCbT7YZfwmc,9.43%,"$13,981.77","$13,981.77",43.40%,?,['bullx'],55.58,https://gmgn.ai/sol/address/Afmg6Gqdb9m1H6GVhWzHwTo71XUYSEWkQLCbT7YZfwmc,788,106.0,57.0,63.0,24.0,4.0,5.0,6.0,0.01903553299492386,0.04949238578680203,[]
963,2WfFDAfhkwJyLZjMAtismKmQFDHqKpJUtpF3h2NnUaTt,21.28%,"$100,963.84","$635,948.79",35.85%,?,[],1.47,https://gmgn.ai/sol/address/2WfFDAfhkwJyLZjMAtismKmQFDHqKpJUtpF3h2NnUaTt,263,0.0,0.0,27.0,15.0,4.0,0.0,1.0,0.019011406844106463,0.07604562737642585,[]
964,82PqndE6THQz31h5qPDizSDbJtkchxD6UqXX3rW5SjAH,25.53%,"$11,584.39","$11,584.39",51.28%,?,['trojan'],13.29,https://gmgn.ai/sol/address/82PqndE6THQz31h5qPDizSDbJtkchxD6UqXX3rW5SjAH,263,10.0,85.0,84.0,23.0,2.0,2.0,1.0,0.019011406844106463,0.10646387832699619,[]
965,5eTfTizE7PTG5DiNTegRTYiLY4QSrLbGNrZCW9Y9dPuD,30.07%,"$32,185.07","$32,185.07",40.22%,?,['bullx'],43.52,https://gmgn.ai/sol/address/5eTfTizE7PTG5DiNTegRTYiLY4QSrLbGNrZCW9Y9dPuD,737,110.0,69.0,70.0,34.0,8.0,2.0,4.0,0.018995929443690638,0.06512890094979647,[]
966,DADt22XXDWHkuwg4ARhg8zfM3omqG4TvGQp7SsDnnXU2,17.37%,"$21,997.79","$36,806.46",56.90%,?,['photon'],160.81,https://gmgn.ai/sol/address/DADt22XXDWHkuwg4ARhg8zfM3omqG4TvGQp7SsDnnXU2,316,36.0,82.0,123.0,52.0,5.0,0.0,1.0,0.0189873417721519,0.18354430379746836,[]
967,AhFUyvuSRDqtT9hVUMHtsy1cN8mcHqB6EAcznvxfAKM3,13.75%,"$45,700.72","$52,178.57",44.25%,?,['photon'],44.29,https://gmgn.ai/sol/address/AhFUyvuSRDqtT9hVUMHtsy1cN8mcHqB6EAcznvxfAKM3,580,0.0,0.0,14.0,25.0,10.0,1.0,0.0,0.01896551724137931,0.06206896551724138,[]
968,AmKoRjpAqKmTHeA4xvq3UDfCaUH5CgfMTLURS9y7CkxF,27.43%,"$32,886.38","$160,311.63",37.43%,?,"['bullx', 'bluechip_owner']",267.72,https://gmgn.ai/sol/address/AmKoRjpAqKmTHeA4xvq3UDfCaUH5CgfMTLURS9y7CkxF,422,74.0,127.0,62.0,29.0,5.0,0.0,3.0,0.018957345971563982,0.08767772511848342,[]
969,89sv9G3VcawEwFtCyn4niuiRfkAZmnBWmRyYCScYtTkM,13.94%,"$4,119.57","$146,305.95",36.27%,?,"['trojan', 'pepeboost']",50.06,https://gmgn.ai/sol/address/89sv9G3VcawEwFtCyn4niuiRfkAZmnBWmRyYCScYtTkM,531,57.0,116.0,91.0,26.0,9.0,1.0,0.0,0.018832391713747645,0.06779661016949153,[]
970,XEWnoUdX9bYkWQojpLrubJ8rR6DoDukL2KfCGyZySfo,23.84%,"$17,120.43","$19,463.40",32.69%,?,"['trojan', 'gmgn']",2.86,https://gmgn.ai/sol/address/XEWnoUdX9bYkWQojpLrubJ8rR6DoDukL2KfCGyZySfo,586,31.0,119.0,58.0,13.0,5.0,1.0,5.0,0.01877133105802048,0.040955631399317405,[]
971,XDH3Ceu6bPqpemyEmbPocD6UQkBfs9rEpDHLzu3hPNB,6.95%,"$10,534.46","$12,914.80",36.15%,?,[],10.01,https://gmgn.ai/sol/address/XDH3Ceu6bPqpemyEmbPocD6UQkBfs9rEpDHLzu3hPNB,481,58.0,119.0,79.0,35.0,5.0,0.0,4.0,0.018711018711018712,0.09147609147609148,[]
972,245jDWiFwH4sYNktgXxDeqcSKrJQE6yg3dEkEkt26w2m,25.90%,"$62,867.46","$234,623.68",32.26%,?,['photon'],834.57,https://gmgn.ai/sol/address/245jDWiFwH4sYNktgXxDeqcSKrJQE6yg3dEkEkt26w2m,375,44.0,64.0,36.0,12.0,4.0,0.0,3.0,0.018666666666666668,0.050666666666666665,[]
973,9A7rxCUUYwkRyBVeJvnNnfi5Y8P87KAxEp2jfdcAcKDt,25.50%,"$31,296.14","$42,177.47",30.24%,?,['gmgn'],13.44,https://gmgn.ai/sol/address/9A7rxCUUYwkRyBVeJvnNnfi5Y8P87KAxEp2jfdcAcKDt,644,90.0,113.0,59.0,26.0,7.0,1.0,4.0,0.018633540372670808,0.059006211180124224,[]
974,t7mLWmmgvi1Z9bPvNkhH2dNosUybyxcdjYPej2JKsa4,8.10%,"$16,660.63","$41,020.30",31.11%,?,['trojan'],0.02,https://gmgn.ai/sol/address/t7mLWmmgvi1Z9bPvNkhH2dNosUybyxcdjYPej2JKsa4,699,67.0,140.0,36.0,43.0,10.0,2.0,1.0,0.01859799713876967,0.08011444921316166,[]
975,ELsTTuxKSVbEMt8SGcz5euGbaqptg9cg7CHTHhJHYktp,16.41%,"$16,008.16","$18,887.49",51.32%,?,[],0.1,https://gmgn.ai/sol/address/ELsTTuxKSVbEMt8SGcz5euGbaqptg9cg7CHTHhJHYktp,269,8.0,89.0,79.0,10.0,2.0,0.0,3.0,0.01858736059479554,0.055762081784386616,[]
976,EXsvJFJAKxGP6ffL7fWCoqEpQyus77HcxVJk6AQBzNk9,9.32%,"$31,358.62","$43,526.33",50.00%,?,['gmgn'],3.25,https://gmgn.ai/sol/address/EXsvJFJAKxGP6ffL7fWCoqEpQyus77HcxVJk6AQBzNk9,486,20.0,127.0,132.0,12.0,2.0,1.0,6.0,0.018518518518518517,0.043209876543209874,[]
977,47ZvKZr1prUp22veMukCszHMNxKqhUHtXSLbDkH71Pbm,21.11%,"$22,699.49","$22,699.49",43.24%,?,['gmgn'],43.9,https://gmgn.ai/sol/address/47ZvKZr1prUp22veMukCszHMNxKqhUHtXSLbDkH71Pbm,757,70.0,113.0,46.0,25.0,9.0,1.0,4.0,0.018494055482166448,0.05151915455746367,[]
978,BsvaVaVxvgu3mN2C75FD2rrmMsRjHoyP1r1p5Lsz1Tqy,6.14%,"$6,071.82","$70,284.81",38.10%,?,['pepeboost'],20.0,https://gmgn.ai/sol/address/BsvaVaVxvgu3mN2C75FD2rrmMsRjHoyP1r1p5Lsz1Tqy,433,41.0,157.0,61.0,33.0,8.0,0.0,0.0,0.018475750577367205,0.09468822170900693,[]
979,F3udLSEkfPWXJiwd6Be757wYyCaB3UoCheY4KK2cBxyo,15.02%,"$1,960.58","$2,022.98",46.43%,?,['trojan'],11.2,https://gmgn.ai/sol/address/F3udLSEkfPWXJiwd6Be757wYyCaB3UoCheY4KK2cBxyo,819,44.0,79.0,52.0,20.0,9.0,3.0,3.0,0.018315018315018316,0.042735042735042736,[]
980,8HXzQqEPX4kMLVaaozbvRN2e6xQASsCk5Jh9128G21Tp,35.08%,"$85,110.67","$230,038.16",69.31%,?,['photon'],534.43,https://gmgn.ai/sol/address/8HXzQqEPX4kMLVaaozbvRN2e6xQASsCk5Jh9128G21Tp,710,7.0,112.0,114.0,54.0,13.0,0.0,0.0,0.018309859154929577,0.09436619718309859,[]
981,9CpaFo3ypb9Lm6u7Z39HbJ5GiAxLPrkDRTAPHTLYDgPK,21.36%,"$27,453.44","$30,433.44",46.03%,?,['trojan'],70.61,https://gmgn.ai/sol/address/9CpaFo3ypb9Lm6u7Z39HbJ5GiAxLPrkDRTAPHTLYDgPK,765,65.0,61.0,77.0,20.0,6.0,1.0,7.0,0.018300653594771243,0.044444444444444446,[]
982,FdTEQtUisV8GEMrCVChrWbpcrg8uANdgsCa7MqbFyuox,9.99%,"$15,558.00","$19,943.35",38.10%,?,['photon'],55.09,https://gmgn.ai/sol/address/FdTEQtUisV8GEMrCVChrWbpcrg8uANdgsCa7MqbFyuox,383,47.0,93.0,47.0,30.0,5.0,1.0,1.0,0.018276762402088774,0.09660574412532637,[]
983,3rhjFq3ngh3dbnBChGTmqd3zsSQ1NchUpTvAivkP2PQp,7.33%,"$14,730.12","$16,091.95",49.26%,?,['bullx'],18.6,https://gmgn.ai/sol/address/3rhjFq3ngh3dbnBChGTmqd3zsSQ1NchUpTvAivkP2PQp,329,0.0,0.0,31.0,13.0,2.0,2.0,2.0,0.0182370820668693,0.057750759878419454,[]
984,63Cf3akhFtNcKHh81KzefA5x9FrZq5GQGuC2Bzxapyp8,10.64%,"$7,320.61","$7,320.61",32.24%,?,[],9.92,https://gmgn.ai/sol/address/63Cf3akhFtNcKHh81KzefA5x9FrZq5GQGuC2Bzxapyp8,439,70.0,88.0,50.0,16.0,5.0,0.0,3.0,0.018223234624145785,0.05466970387243736,[]
985,523aJG8VzxskQm9wBMfYzVZmB4rMd8aY8WGJd7ka7sZK,26.76%,"$2,706.46","$3,978.56",45.21%,?,['trojan'],21.6,https://gmgn.ai/sol/address/523aJG8VzxskQm9wBMfYzVZmB4rMd8aY8WGJd7ka7sZK,495,47.0,161.0,54.0,29.0,7.0,0.0,2.0,0.01818181818181818,0.07676767676767676,[]
986,98T65wcMEjoNLDTJszBHGZEX75QRe8QaANXokv4yw3Mp,4.48%,"$4,426.47","$3,369.48",45.62%,?,['bullx'],19.46,https://gmgn.ai/sol/address/98T65wcMEjoNLDTJszBHGZEX75QRe8QaANXokv4yw3Mp,386,0.0,0.0,16.0,27.0,4.0,0.0,3.0,0.018134715025906734,0.08808290155440414,[]
987,EDmbDc7sY87dKszqyZ3rHczWbKcCyUvJQSJpE3Cg4RcZ,32.43%,"$146,429.50","$694,473.18",51.28%,?,['photon'],338.84,https://gmgn.ai/sol/address/EDmbDc7sY87dKszqyZ3rHczWbKcCyUvJQSJpE3Cg4RcZ,773,29.0,119.0,89.0,46.0,10.0,0.0,4.0,0.018111254851228976,0.07761966364812418,[]
988,5j7zs5A5cszRaEuZLEknQcQnhn6a8weSYm8UhncqYLyr,6.61%,"$8,736.51","$8,736.51",46.51%,?,['photon'],56.75,https://gmgn.ai/sol/address/5j7zs5A5cszRaEuZLEknQcQnhn6a8weSYm8UhncqYLyr,332,33.0,33.0,36.0,12.0,4.0,1.0,1.0,0.018072289156626505,0.05421686746987952,[]
989,HL3FZ8XWnLnn1HuktmgpNRyFRjuAxWbXNQVj5fPPzZwt,14.15%,"$23,838.56","$50,192.12",56.80%,?,['photon'],3.15,https://gmgn.ai/sol/address/HL3FZ8XWnLnn1HuktmgpNRyFRjuAxWbXNQVj5fPPzZwt,831,0.0,0.0,6.0,29.0,13.0,1.0,1.0,0.018050541516245487,0.052948255114320095,[]
990,8NWuSWJU41JA9P7cCdXv8oWujM7nkMfz2XfAgijubttX,19.49%,"$22,881.20","$22,881.20",51.42%,?,[],53.75,https://gmgn.ai/sol/address/8NWuSWJU41JA9P7cCdXv8oWujM7nkMfz2XfAgijubttX,556,1.0,153.0,116.0,20.0,6.0,1.0,3.0,0.017985611510791366,0.0539568345323741,[]
991,47G7PShNvSzHgrMGbPG4DeNCzRfgFb69nKjFHy7aAECc,3.30%,"$3,215.80","$4,891.43",48.04%,?,['trojan'],35.04,https://gmgn.ai/sol/address/47G7PShNvSzHgrMGbPG4DeNCzRfgFb69nKjFHy7aAECc,278,51.0,126.0,95.0,23.0,4.0,0.0,1.0,0.017985611510791366,0.10071942446043165,[]
992,ACkvMCryf6XyAyZjUZomUHGGuL2eCTJLfCXgyJoCEVPR,15.68%,"$53,490.10","$211,890.22",33.33%,?,['photon'],61.46,https://gmgn.ai/sol/address/ACkvMCryf6XyAyZjUZomUHGGuL2eCTJLfCXgyJoCEVPR,616,36.0,159.0,69.0,25.0,8.0,0.0,3.0,0.017857142857142856,0.05844155844155844,[]
993,8Uys3C1FkJkf2pt81DidZ2U87ZVW8zCmcX1d5T7JTsZV,2.43%,"$1,666.15","$1,533.82",47.49%,?,['bullx'],2.15,https://gmgn.ai/sol/address/8Uys3C1FkJkf2pt81DidZ2U87ZVW8zCmcX1d5T7JTsZV,336,63.0,83.0,111.0,36.0,6.0,0.0,0.0,0.017857142857142856,0.125,[]
994,4RFsdiRQmQ5mdkLmq1zpYxuYJLHs3ph3DijVMLqcYRAs,65.09%,"$3,432.07","$3,432.07",38.18%,?,['trojan'],0.01,https://gmgn.ai/sol/address/4RFsdiRQmQ5mdkLmq1zpYxuYJLHs3ph3DijVMLqcYRAs,393,61.0,76.0,58.0,19.0,4.0,0.0,3.0,0.017811704834605598,0.06615776081424936,[]
995,AGqjivJr1dSv73TVUvdtqAwogzmThzvYMVXjGWg2FYLm,28.00%,"$80,388.25","$355,995.94",42.86%,?,['photon'],1186.22,https://gmgn.ai/sol/address/AGqjivJr1dSv73TVUvdtqAwogzmThzvYMVXjGWg2FYLm,563,26.0,141.0,86.0,37.0,6.0,0.0,4.0,0.017761989342806393,0.08348134991119005,[]
996,FK7nhxN2pZxi2wANYaeZC2RjKkLMEg75aDZNGaPkKYQU,15.72%,"$120,918.04","$187,140.47",44.68%,?,['photon'],176.36,https://gmgn.ai/sol/address/FK7nhxN2pZxi2wANYaeZC2RjKkLMEg75aDZNGaPkKYQU,902,70.0,135.0,55.0,17.0,5.0,3.0,8.0,0.017738359201773836,0.036585365853658534,[]
997,GWE1zN6LWi9tMZoQztj1evvLcKTokB3F58y6Hg9HP6fb,20.30%,"$9,967.86","$11,098.39",57.22%,?,['gmgn'],6.2,https://gmgn.ai/sol/address/GWE1zN6LWi9tMZoQztj1evvLcKTokB3F58y6Hg9HP6fb,395,0.0,0.0,6.0,37.0,3.0,0.0,4.0,0.017721518987341773,0.11139240506329114,[]
998,12Tn1VAn4n6hkGm9aMp9jRreqzcqATsyS26U9Y19JyTV,27.94%,"$53,806.16","$65,312.75",30.77%,?,['trojan'],30.09,https://gmgn.ai/sol/address/12Tn1VAn4n6hkGm9aMp9jRreqzcqATsyS26U9Y19JyTV,566,15.0,75.0,35.0,13.0,5.0,2.0,3.0,0.0176678445229682,0.04063604240282685,[]
999,4Fz34tZXEHhQMu8spdyewW6hqno23CzoG14eVx1k12q4,55.21%,"$126,710.62","$121,450.76",46.21%,?,['photon'],323.51,https://gmgn.ai/sol/address/4Fz34tZXEHhQMu8spdyewW6hqno23CzoG14eVx1k12q4,340,43.0,91.0,66.0,28.0,4.0,1.0,1.0,0.01764705882352941,0.1,[]
1000,7urYWR3eRux76JsBGsKGnJUPQ9NVXUxy9vrT9CbALCz3,15.10%,$492.75,"$47,863.30",37.76%,?,['gmgn'],26.55,https://gmgn.ai/sol/address/7urYWR3eRux76JsBGsKGnJUPQ9NVXUxy9vrT9CbALCz3,684,0.0,0.0,25.0,13.0,6.0,1.0,5.0,0.017543859649122806,0.03654970760233918,[]
1001,13vj55Yy8ww8xWPsMRzusXMaWkchemPCKxzy8gfWiKRT,15.26%,"$14,544.50","$14,544.50",39.59%,?,['trojan'],14.26,https://gmgn.ai/sol/address/13vj55Yy8ww8xWPsMRzusXMaWkchemPCKxzy8gfWiKRT,628,22.0,158.0,81.0,28.0,9.0,1.0,1.0,0.01751592356687898,0.06210191082802548,[]
1002,2xKZq94hJ3VTKkPq5MMkQYbUk7DB3VRMVwxHpmnYFAkp,9.66%,"$5,884.55","$15,073.50",52.24%,?,['photon'],28.19,https://gmgn.ai/sol/address/2xKZq94hJ3VTKkPq5MMkQYbUk7DB3VRMVwxHpmnYFAkp,744,0.0,0.0,14.0,23.0,13.0,0.0,0.0,0.01747311827956989,0.04838709677419355,[]
1003,5taoYBnzd2mGAEATTxADkNiE4eD4fEWupx93akuFQfEZ,3.55%,"$1,934.86","$1,934.86",42.37%,?,['photon'],7.18,https://gmgn.ai/sol/address/5taoYBnzd2mGAEATTxADkNiE4eD4fEWupx93akuFQfEZ,402,16.0,100.0,54.0,24.0,5.0,2.0,0.0,0.017412935323383085,0.07711442786069651,[]
1004,5TuiERc4X7EgZTxNmj8PHgzUAfNHZRLYHKp4DuiWevXv,15.06%,"$23,796.42","$23,796.42",36.69%,?,['bullx'],21.53,https://gmgn.ai/sol/address/5TuiERc4X7EgZTxNmj8PHgzUAfNHZRLYHKp4DuiWevXv,632,0.0,0.0,25.0,14.0,8.0,0.0,3.0,0.01740506329113924,0.03955696202531646,[]
1005,EsBxbxj86ZiqYq9EtumvuiJNybNTeS84iAv6A35FB6fx,8.99%,"$9,085.38","$26,837.39",39.68%,?,[],9.38,https://gmgn.ai/sol/address/EsBxbxj86ZiqYq9EtumvuiJNybNTeS84iAv6A35FB6fx,748,87.0,88.0,72.0,36.0,9.0,1.0,3.0,0.017379679144385027,0.06550802139037433,[]
1006,wESLUVJ7RRuAvwjH1i6QeZ2mRNJGCVhrZaEMnYHe7NR,29.64%,"$39,616.65","$116,017.00",53.41%,?,[],41.87,https://gmgn.ai/sol/address/wESLUVJ7RRuAvwjH1i6QeZ2mRNJGCVhrZaEMnYHe7NR,518,41.0,108.0,92.0,27.0,5.0,2.0,2.0,0.017374517374517374,0.0694980694980695,[]
1007,Fj2ZuvCjbPANmcQd6RieNk9f55Zengd2ax1v8nPPWTu9,13.92%,"$8,644.57","$36,593.39",43.75%,?,['bullx'],3.01,https://gmgn.ai/sol/address/Fj2ZuvCjbPANmcQd6RieNk9f55Zengd2ax1v8nPPWTu9,403,49.0,112.0,74.0,58.0,6.0,0.0,1.0,0.017369727047146403,0.16129032258064516,[]
1008,5ThEUU6hAodXnCGPsFykFZrafH8VYk7fNdky5er4od3o,9.56%,"$5,458.68","$5,458.68",40.43%,?,['fresh_wallet'],2.5,https://gmgn.ai/sol/address/5ThEUU6hAodXnCGPsFykFZrafH8VYk7fNdky5er4od3o,288,0.0,0.0,20.0,25.0,3.0,1.0,1.0,0.017361111111111112,0.10416666666666667,[]
1009,6qwrRbNsmWmLiCdT7NdF7sSA4pb9yNog2TFLiN2VtkwN,25.52%,"$21,131.79","$20,984.87",51.48%,?,['trojan'],6.96,https://gmgn.ai/sol/address/6qwrRbNsmWmLiCdT7NdF7sSA4pb9yNog2TFLiN2VtkwN,347,0.0,0.0,29.0,15.0,6.0,0.0,0.0,0.01729106628242075,0.06051873198847262,[]
1010,FTR3BzTpz3C4pKY9HoiariRaJv8BTo4Cs9gCX7sf95LM,17.24%,"$151,336.12","$193,089.90",47.27%,?,[],109.94,https://gmgn.ai/sol/address/FTR3BzTpz3C4pKY9HoiariRaJv8BTo4Cs9gCX7sf95LM,1043,0.0,0.0,6.0,26.0,11.0,1.0,6.0,0.01725790987535954,0.04218600191754554,[]
1011,5b6rUig1VUdpuA448Awt8dVsmQSf9NusAzncbpNK6r5k,29.71%,"$17,836.36","$17,819.96",59.04%,?,['gmgn'],5.52,https://gmgn.ai/sol/address/5b6rUig1VUdpuA448Awt8dVsmQSf9NusAzncbpNK6r5k,406,116.0,49.0,65.0,56.0,5.0,0.0,2.0,0.017241379310344827,0.15517241379310345,[]
1012,9mmCqSBYdb2HXFFC3VUPZx5n6VetpSoxuzHz76hv7wFW,8.41%,"$13,286.79","$13,286.79",64.29%,?,['bullx'],42.92,https://gmgn.ai/sol/address/9mmCqSBYdb2HXFFC3VUPZx5n6VetpSoxuzHz76hv7wFW,290,22.0,92.0,91.0,36.0,4.0,0.0,1.0,0.017241379310344827,0.1413793103448276,[]
1013,5hfTAiNYmdctRDPBGnx28SVckQzkfBtsZ9rzvzLriSKs,25.78%,"$2,775.03","$2,775.03",43.61%,?,['trojan'],3.75,https://gmgn.ai/sol/address/5hfTAiNYmdctRDPBGnx28SVckQzkfBtsZ9rzvzLriSKs,406,63.0,32.0,28.0,37.0,7.0,0.0,0.0,0.017241379310344827,0.10837438423645321,[]
1014,HYmt1zR8YGMujUWMJCcbg2sTZCKzLGdi9o1dc8xjZDMG,32.47%,"$62,051.94","$785,239.61",50.70%,?,['photon'],204.99,https://gmgn.ai/sol/address/HYmt1zR8YGMujUWMJCcbg2sTZCKzLGdi9o1dc8xjZDMG,291,24.0,121.0,120.0,27.0,4.0,0.0,1.0,0.01718213058419244,0.10996563573883161,[]
