Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,-50% +,0% - -50%,0 - 50%,50% - 199%,200% - 499%,500% - 600%,600% +
ADpXPXJ9xCG2AHtK7JHkFs72YrgRGgE48HcwM18Xj1Qb,19.34%,"$4,897.81","$4,897.81",?,?,[],0.12,https://gmgn.ai/sol/address/ADpXPXJ9xCG2AHtK7JHkFs72YrgRGgE48HcwM18Xj1Qb,378,,,,,,,
8jyCNcUEBpg2Ea28Wu5hMskAaatWR3uKwwigNnGyj25z,2.66%,"$1,919.60","$1,919.60",24.64%,?,['bullx'],6.08,https://gmgn.ai/sol/address/8jyCNcUEBpg2Ea28Wu5hMskAaatWR3uKwwigNnGyj25z,189,,,,,,,
J54j5cxjFXUwN1JDshq87Se7oe9V4FuxddkZ17uUMFKV,9.65%,"$54,163.19","$71,757.72",50.57%,?,['trojan'],66.97,https://gmgn.ai/sol/address/J54j5cxjFXUwN1JDshq87Se7oe9V4FuxddkZ17uUMFKV,1625,1,170,119,10,0,0,0
7zH1nEadm9J6QUUmWSovFyFGonTNydVVEs2JcA6Q2AYm,23.32%,"$6,631.14","$16,286.08",56.76%,?,[],13.59,https://gmgn.ai/sol/address/7zH1nEadm9J6QUUmWSovFyFGonTNydVVEs2JcA6Q2AYm,54,0,0,26,19,4,0,1
GSDh8BybNr77GUTK6VeF2sHYYENrKskX63Wzfv5XKRht,0.81%,$6.83,$98.22,?,?,[],4.38,https://gmgn.ai/sol/address/GSDh8BybNr77GUTK6VeF2sHYYENrKskX63Wzfv5XKRht,80,,,,,,,
67TbcbPKbvcZPaH78BAhRNyYPb1ZafYX9vmJK29XCnyo,37.42%,"$2,827.85","$5,185.48",55.56%,?,[],11.62,https://gmgn.ai/sol/address/67TbcbPKbvcZPaH78BAhRNyYPb1ZafYX9vmJK29XCnyo,35,1,18,23,2,5,0,0
E2RURCtEr75E53c793HXdmos8dU5Yy9mNAEBMHogWjFb,42.26%,"$2,263.43","$2,263.43",46.15%,?,[],31.68,https://gmgn.ai/sol/address/E2RURCtEr75E53c793HXdmos8dU5Yy9mNAEBMHogWjFb,22,1,6,4,1,1,0,0
57MGhiizBpzNeXvijV3JSVNPKxsCMzX64LoPbgLUSaK2,3.90%,"$14,925.09","$14,925.09",53.72%,?,[],0.02,https://gmgn.ai/sol/address/57MGhiizBpzNeXvijV3JSVNPKxsCMzX64LoPbgLUSaK2,1670,,,,,,,
7g8pW9gtKL5YK5KfccdTJCeYeHXVh96uyvsbFLbEDqau,12.62%,"$27,893.29","$27,893.29",68.75%,?,['photon'],24.74,https://gmgn.ai/sol/address/7g8pW9gtKL5YK5KfccdTJCeYeHXVh96uyvsbFLbEDqau,1847,,,,,,,
GZUwF7rBr8NZZLWzP7Zmg1hVi8oqQunRwt7VHakTYBEX,216.06%,"$1,356.50","$7,075.87",83.33%,?,['bullx'],34.30,https://gmgn.ai/sol/address/GZUwF7rBr8NZZLWzP7Zmg1hVi8oqQunRwt7VHakTYBEX,7,1,2,4,2,0,0,1
4pGtWT8Qer7MQaeJBf6zhSG3m2ZbAn91xRamWBrk67PS,-2.78%,"$-1,777.34","$-1,378.18",34.92%,?,[],15.20,https://gmgn.ai/sol/address/4pGtWT8Qer7MQaeJBf6zhSG3m2ZbAn91xRamWBrk67PS,246,1,16,21,7,0,0,0
GZTbWs4iDZQshtTJEDM3e9QviAXQCyzhQwdmrQkcDTnk,35.72%,"$3,321.15","$3,462.62",90.91%,?,[],3.62,https://gmgn.ai/sol/address/GZTbWs4iDZQshtTJEDM3e9QviAXQCyzhQwdmrQkcDTnk,37,1,4,14,13,0,0,0
7mGTCCBFQE8bHmY6X1ocPC1PFXKtuBTiLJWcL74qzV4b,16.38%,"$2,394.14","$22,625.44",75.00%,?,['trojan'],31.73,https://gmgn.ai/sol/address/7mGTCCBFQE8bHmY6X1ocPC1PFXKtuBTiLJWcL74qzV4b,20,3,11,36,9,0,0,1
Wm5ih2AHrj37tJwPMiUfQAHgUB2waFeTCauUTdUdfVe,75.62%,"$1,271.28","$1,271.28",100.00%,?,[],0.00,https://gmgn.ai/sol/address/Wm5ih2AHrj37tJwPMiUfQAHgUB2waFeTCauUTdUdfVe,10,0,0,2,2,0,0,0
3Z9PDTb2Rq5J6nTpRfvtZzjZVnmc2q3jbhczA1qvv1AK,5.24%,$442.31,$442.31,37.21%,?,['gmgn'],2.58,https://gmgn.ai/sol/address/3Z9PDTb2Rq5J6nTpRfvtZzjZVnmc2q3jbhczA1qvv1AK,121,9,42,29,10,0,0,1
2Y5RAZKGRweNG6uRnjtqAdtAsmRyUwVq4iLKNHr7tkV3,2.30%,"$2,216.38","$2,216.38",?,?,['trojan'],0.00,https://gmgn.ai/sol/address/2Y5RAZKGRweNG6uRnjtqAdtAsmRyUwVq4iLKNHr7tkV3,446,,,,,,,
8aqf6VyK7og7V7QEhvNt9nzNRsifSj5FcQohsQeVb7V1,0.67%,"$-3,084.22",$988.68,40.95%,?,['trojan'],0.01,https://gmgn.ai/sol/address/8aqf6VyK7og7V7QEhvNt9nzNRsifSj5FcQohsQeVb7V1,728,49,127,101,17,2,1,1
BWUqfKVUNAM7YFNawa54FdbAXBAuMSYtHPwDLLRFoi6j,27.86%,"$-11,580.95","$29,911.13",36.73%,?,['gmgn'],0.05,https://gmgn.ai/sol/address/BWUqfKVUNAM7YFNawa54FdbAXBAuMSYtHPwDLLRFoi6j,356,0,0,21,9,2,1,3
AN61ngc9BEB8SBALbw1LTCt5f3Cpug1bjMevV43wCPVg,15.91%,"$7,388.43","$7,134.48",?,?,[],0.01,https://gmgn.ai/sol/address/AN61ngc9BEB8SBALbw1LTCt5f3Cpug1bjMevV43wCPVg,42,,,,,,,
7cVXhaf3GtLRnHjBerQjq7MND7Kn1EqFTrPLKaUapRpS,49.40%,$565.59,$565.59,?,?,[],0.37,https://gmgn.ai/sol/address/7cVXhaf3GtLRnHjBerQjq7MND7Kn1EqFTrPLKaUapRpS,446,,,,,,,
HC8snRon4o28AUYamXWv3AqfpaJjpK3XSE7grjBKFn5J,20.01%,$223.39,"$4,272.84",?,?,[],46.12,https://gmgn.ai/sol/address/HC8snRon4o28AUYamXWv3AqfpaJjpK3XSE7grjBKFn5J,198,,,,,,,
4nCZPNJnCoyib6CRB5ysAtwrzrEagnKavA4uEYZZQY3t,-32.64%,"$-142,606.23","$-144,633.81",22.92%,?,['trojan'],90.14,https://gmgn.ai/sol/address/4nCZPNJnCoyib6CRB5ysAtwrzrEagnKavA4uEYZZQY3t,501,46,64,27,9,1,0,0
E6MgDL75TzYZje5d9rr35svvswfZoTsQwqaxNXqP3hQQ,-2.00%,"$-3,667.23","$-3,667.23",?,?,[],0.01,https://gmgn.ai/sol/address/E6MgDL75TzYZje5d9rr35svvswfZoTsQwqaxNXqP3hQQ,641,,,,,,,
DuUyubbq8jefwQxgxuehrjPGbk9WzHMqKJNeYrbYsceh,4.76%,"$-3,328.18","$12,766.20",53.85%,?,['pepeboost'],67.41,https://gmgn.ai/sol/address/DuUyubbq8jefwQxgxuehrjPGbk9WzHMqKJNeYrbYsceh,492,20,165,92,21,0,0,0
EMCEofMxjX5HfADTctg3aNP478VbFaSHqyPv7hPK3Y8Z,-49.16%,"$-14,123.59","$-17,068.98",23.33%,?,[],0.03,https://gmgn.ai/sol/address/EMCEofMxjX5HfADTctg3aNP478VbFaSHqyPv7hPK3Y8Z,33,21,11,9,0,0,0,0
26LswS4hufPSaDEiH1rtv9eWjaFnqyxVGpcN8nj3hJnm,0.04%,$44.86,$44.86,25.71%,?,[],14.13,https://gmgn.ai/sol/address/26LswS4hufPSaDEiH1rtv9eWjaFnqyxVGpcN8nj3hJnm,592,54,120,35,24,8,0,2
Dpx8QJCrupuGwbE6X8EmdVX7Nc3D5uN1aUKGU2atAJXE,-28.93%,"$-37,457.61","$-37,457.61",1.09%,?,"['bullx', 'trojan']",0.05,https://gmgn.ai/sol/address/Dpx8QJCrupuGwbE6X8EmdVX7Nc3D5uN1aUKGU2atAJXE,81,38,23,5,1,0,0,0
AhJ1euDRxK6P2cqF9K2ZD7u3j9eQWZ2G6Pz6YPyn9pAK,-28.65%,"$-73,167.78","$-73,167.78",1.43%,?,[],0.07,https://gmgn.ai/sol/address/AhJ1euDRxK6P2cqF9K2ZD7u3j9eQWZ2G6Pz6YPyn9pAK,185,53,50,10,3,1,0,0
CaUbXmAiZqcrzPS1pnZNaJ7kY9mSCGft7cF4vp5YD8DZ,-3.41%,"$-3,520.07","$-3,520.07",?,?,[],0.01,https://gmgn.ai/sol/address/CaUbXmAiZqcrzPS1pnZNaJ7kY9mSCGft7cF4vp5YD8DZ,203,,,,,,,
ATHoFrBtHaagwkEkPRbA7txiDz7YxEtbVSqatbgGjVqd,-34.25%,"$-10,071.03","$-10,071.03",19.05%,?,"['photon', 'trojan']",0.04,https://gmgn.ai/sol/address/ATHoFrBtHaagwkEkPRbA7txiDz7YxEtbVSqatbgGjVqd,45,14,16,8,1,0,0,0
APENG4dKbf8SHdnJQg6vJbNyBe9q5r5vcKNKAU9wbmyz,75.86%,"$1,983.15","$1,983.15",?,?,[],9.11,https://gmgn.ai/sol/address/APENG4dKbf8SHdnJQg6vJbNyBe9q5r5vcKNKAU9wbmyz,30,,,,,,,
CDuAWGTeFTy2Loh8kNyfhu2ooZ2JuWUqP1AzyNwX9UaN,-66.78%,"$-25,207.35","$-25,207.35",3.70%,?,"['photon', 'bullx']",0.04,https://gmgn.ai/sol/address/CDuAWGTeFTy2Loh8kNyfhu2ooZ2JuWUqP1AzyNwX9UaN,58,34,8,5,1,0,0,0
CJcPBZAvaK5PMnqDFHUtk8xEHfVbPtpGzaG1NGrHLe71,190.62%,"$1,930.28","$9,991.66",83.33%,?,['bullx'],51.05,https://gmgn.ai/sol/address/CJcPBZAvaK5PMnqDFHUtk8xEHfVbPtpGzaG1NGrHLe71,7,,,,,,,
76sHtJLvPbAjsBuymS3Zzosbbz1z8Vry9jQLGKU46NvT,17.94%,"$42,361.79","$143,247.77",66.67%,?,[],80.17,https://gmgn.ai/sol/address/76sHtJLvPbAjsBuymS3Zzosbbz1z8Vry9jQLGKU46NvT,681,9,98,161,27,2,0,0
FBRSEEiYa3WNpUMuu7aSRNPfpBUvrhi8waCF7bbNENAp,3.86%,"$18,401.16","$18,401.16",56.82%,?,"['bullx', 'trojan']",22.07,https://gmgn.ai/sol/address/FBRSEEiYa3WNpUMuu7aSRNPfpBUvrhi8waCF7bbNENAp,1046,17,112,143,26,2,0,0
BQb2BTvrmG8Y7BzsjXEyzKxR9gwusT55CGtHorjuSRj5,-6.24%,"$-1,911.32","$-2,209.21",33.33%,?,['gmgn'],2.09,https://gmgn.ai/sol/address/BQb2BTvrmG8Y7BzsjXEyzKxR9gwusT55CGtHorjuSRj5,438,67,76,66,17,3,0,0
HYZsMnYBFTQyCm6wceUdGNL7AExYdcYUBNEg2G5cHwXZ,65.76%,"$1,861.41","$1,861.41",?,?,[],2.67,https://gmgn.ai/sol/address/HYZsMnYBFTQyCm6wceUdGNL7AExYdcYUBNEg2G5cHwXZ,237,,,,,,,
GP7DeZZA8Fo15uJMHgKNUvFv6aWPVH6Mj6WuKD3gpajX,15.07%,"$3,524.72","$4,106.12",80.00%,?,['trojan'],28.82,https://gmgn.ai/sol/address/GP7DeZZA8Fo15uJMHgKNUvFv6aWPVH6Mj6WuKD3gpajX,11,,,,,,,
6HrUHUmUshYDJirqErh8X7tyvN9xWxHfWNi4KtRWAQPY,5.04%,"$24,958.98","$24,958.98",61.20%,?,[],5.37,https://gmgn.ai/sol/address/6HrUHUmUshYDJirqErh8X7tyvN9xWxHfWNi4KtRWAQPY,2635,11,108,175,6,0,0,0
CpiW3MyRBxzey3XhCgp7MEjZN6XCDBNKG5KMSyNENW94,5.84%,"$9,553.46","$15,832.23",72.22%,?,[],4.42,https://gmgn.ai/sol/address/CpiW3MyRBxzey3XhCgp7MEjZN6XCDBNKG5KMSyNENW94,451,14,106,162,15,0,0,0
GGSWs2pHaFMu6Dk2GTqXZv3jguh5qhzaFC6euK3PQZ7h,-4.71%,$-458.39,$-458.39,?,?,[],0.03,https://gmgn.ai/sol/address/GGSWs2pHaFMu6Dk2GTqXZv3jguh5qhzaFC6euK3PQZ7h,13,,,,,,,
758HCEVve5hQD6PCZEhxQvmfKWaMXPCtSNBXtPXYLQtF,31.94%,"$33,647.65","$162,301.50",36.36%,?,['photon'],457.41,https://gmgn.ai/sol/address/758HCEVve5hQD6PCZEhxQvmfKWaMXPCtSNBXtPXYLQtF,140,14,37,30,13,2,0,0
A9mvYvRAa7mhUuMkpN86Vzv9uGX43163xwvovX6xy2yq,6.93%,"$3,129.24","$2,492.82",66.04%,?,['trojan'],7.61,https://gmgn.ai/sol/address/A9mvYvRAa7mhUuMkpN86Vzv9uGX43163xwvovX6xy2yq,549,59,38,178,23,2,0,0
2d6h71fceyG84yqnsAPhRaoHDdYkWaB9wxuBhbBHpX1w,5.66%,"$2,817.62","$2,817.62",?,?,[],0.07,https://gmgn.ai/sol/address/2d6h71fceyG84yqnsAPhRaoHDdYkWaB9wxuBhbBHpX1w,395,,,,,,,
5SjwtCr5szWCN2vku4VNvXebby7ZLvbW8JupG2wWdoiH,15.52%,"$31,902.67","$31,902.67",?,?,[],3.20,https://gmgn.ai/sol/address/5SjwtCr5szWCN2vku4VNvXebby7ZLvbW8JupG2wWdoiH,962,,,,,,,
8tWfjUVNLatQddHahGVfsTSenkouVxxBUaVUgdmzkehj,11.86%,$233.50,$-73.86,?,?,[],0.00,https://gmgn.ai/sol/address/8tWfjUVNLatQddHahGVfsTSenkouVxxBUaVUgdmzkehj,63,,,,,,,
3YagT9tDQeNNqcstfRAn7jp2c3K3xkzgj9gS2J8UBnBw,38.45%,"$28,179.42","$81,958.02",45.10%,?,['trojan'],5.44,https://gmgn.ai/sol/address/3YagT9tDQeNNqcstfRAn7jp2c3K3xkzgj9gS2J8UBnBw,171,47,81,59,29,3,1,8
8nXyPQA2YtGSYs8ZN4Y4x81vtKhP1s7PSsUhEcpJDdhE,19.79%,"$121,935.06","$236,282.94",41.76%,?,['photon'],51.35,https://gmgn.ai/sol/address/8nXyPQA2YtGSYs8ZN4Y4x81vtKhP1s7PSsUhEcpJDdhE,1905,113,95,58,30,3,1,0
AydxHSFp8wVf11XaJaM5haHhgXfr2LHrTm1J78RcAtcf,-14.06%,"$-1,609.19","$-1,609.19",?,?,[],0.03,https://gmgn.ai/sol/address/AydxHSFp8wVf11XaJaM5haHhgXfr2LHrTm1J78RcAtcf,19,,,,,,,
D2mijA9xgnWzcwEM85ZQEyBTdEU6PiK7bZU9uaUMT5gm,-31.32%,"$-5,978.94","$-5,978.94",?,?,[],0.07,https://gmgn.ai/sol/address/D2mijA9xgnWzcwEM85ZQEyBTdEU6PiK7bZU9uaUMT5gm,29,,,,,,,
E6gyBVUUdNkgUJ5CCAjtCEX46PBbGMW2mLoqp19x873P,26.16%,"$5,424.68","$11,039.17",35.00%,?,['photon'],2.19,https://gmgn.ai/sol/address/E6gyBVUUdNkgUJ5CCAjtCEX46PBbGMW2mLoqp19x873P,195,42,132,63,15,13,1,0
9GwcdTzT3Wi3UakVqBjrKjfodFvW43iHpfMBkWVkY665,27.77%,"$96,246.72","$254,663.30",?,?,['pepeboost'],0.01,https://gmgn.ai/sol/address/9GwcdTzT3Wi3UakVqBjrKjfodFvW43iHpfMBkWVkY665,210,,,,,,,
7BFdKLNxuuXvJKKj36EPihMzkcsn74DGsJJ95jLpoJpb,103.90%,"$7,231.02","$7,231.02",33.33%,?,['trojan'],43.71,https://gmgn.ai/sol/address/7BFdKLNxuuXvJKKj36EPihMzkcsn74DGsJJ95jLpoJpb,60,28,11,2,3,10,0,2
7tgrBHBGhgPffjkSnXzjoC2firQ76AxtZXoNyRmDKGGx,-3.30%,"$-18,756.86","$-16,201.55",32.81%,?,['pepeboost'],12.33,https://gmgn.ai/sol/address/7tgrBHBGhgPffjkSnXzjoC2firQ76AxtZXoNyRmDKGGx,624,13,45,22,4,2,0,1
74uRaDyHP1fMC4J1DjnRBThRQEdbGJzQZUFHXtyX6yKP,4.84%,"$4,089.06","$4,089.06",55.13%,?,['bullx'],7.23,https://gmgn.ai/sol/address/74uRaDyHP1fMC4J1DjnRBThRQEdbGJzQZUFHXtyX6yKP,150,4,31,39,4,0,0,0
EK5U1h7VM2LtFoHAHJ4VRFArBoqZLjVGAMysivAjMoqi,15.55%,"$12,073.67","$12,073.67",57.63%,?,[],51.90,https://gmgn.ai/sol/address/EK5U1h7VM2LtFoHAHJ4VRFArBoqZLjVGAMysivAjMoqi,226,0,0,27,20,1,1,1
4CsAA1aaorqvqkUj3rcCVRHpSPdT5bMW5LFHEmbxN7ZF,-25.78%,"$-3,533.27","$-3,533.27",?,?,[],0.04,https://gmgn.ai/sol/address/4CsAA1aaorqvqkUj3rcCVRHpSPdT5bMW5LFHEmbxN7ZF,19,,,,,,,
HEJAXhnKsamkEigZf6PiUrqeHqABaf1Hqp3MrK1EcdT8,0.50%,"$1,815.19",$302.58,70.15%,?,['gmgn'],71.64,https://gmgn.ai/sol/address/HEJAXhnKsamkEigZf6PiUrqeHqABaf1Hqp3MrK1EcdT8,3273,15,35,80,10,0,0,0
CL2i783XfNgypDo6t2G8Qc9YJBmHzo7aARae4d5AX8wo,11.54%,"$13,667.54","$24,923.02",50.88%,?,"['bullx', 'trojan']",36.36,https://gmgn.ai/sol/address/CL2i783XfNgypDo6t2G8Qc9YJBmHzo7aARae4d5AX8wo,271,27,104,101,40,6,0,2
5F9xZu1hFPkjrkpXJwxA4VhQwiqzjMJmSLeCWg6X1J5u,10.81%,"$2,558.53","$2,558.53",44.92%,?,[],0.01,https://gmgn.ai/sol/address/5F9xZu1hFPkjrkpXJwxA4VhQwiqzjMJmSLeCWg6X1J5u,259,23,63,50,22,1,0,0
3SPpoLaNBm53vWZrAYvruXWrYqCzerP3W3aWYraimVrA,2.94%,"$18,869.24","$23,768.17",43.50%,?,[],0.01,https://gmgn.ai/sol/address/3SPpoLaNBm53vWZrAYvruXWrYqCzerP3W3aWYraimVrA,1369,23,154,97,22,3,0,0
5Jn7UCgCaYjnqpVwJVTjXikqtPCxnAyLU3H4DAzg1Nbc,1.25%,"$2,692.76","$2,692.76",33.16%,?,[],0.00,https://gmgn.ai/sol/address/5Jn7UCgCaYjnqpVwJVTjXikqtPCxnAyLU3H4DAzg1Nbc,274,0,0,40,6,1,1,2
7auLY2XS38CJFjjDjeduj9zaoXZS4R7pTGkZJ9SoHgTm,-5.16%,"$-4,323.66","$-4,323.66",?,?,['bullx'],1.03,https://gmgn.ai/sol/address/7auLY2XS38CJFjjDjeduj9zaoXZS4R7pTGkZJ9SoHgTm,74,,,,,,,
F5rWMV7KdctfLmrqP3JmTWGmwdKG3vuvrgvmehZEeiCc,-2.08%,"$-1,070.44","$-1,070.44",30.51%,?,['trojan'],0.01,https://gmgn.ai/sol/address/F5rWMV7KdctfLmrqP3JmTWGmwdKG3vuvrgvmehZEeiCc,336,,,,,,,
GgDGFZzrweSj3yRQUQnDpnmPFMP3zK54Pzogm4WF3GW1,5.20%,"$-58,953.61","$-149,196.61",53.85%,?,['gmgn'],35.51,https://gmgn.ai/sol/address/GgDGFZzrweSj3yRQUQnDpnmPFMP3zK54Pzogm4WF3GW1,67,63,142,59,29,6,1,0
5ibPbdpfiTpw5X4vdrFf3TKUKXa3QcGKSer7EnDKpk5r,55.44%,"$10,808.25","$17,405.77",70.59%,?,[],33.00,https://gmgn.ai/sol/address/5ibPbdpfiTpw5X4vdrFf3TKUKXa3QcGKSer7EnDKpk5r,63,11,26,30,15,6,2,0
GDfSY6XdumHAAixzNaRZQQCcPQZBubgpzVw6pybik3Hd,-3.47%,"$-1,022.40","$-1,022.40",?,?,[],7.94,https://gmgn.ai/sol/address/GDfSY6XdumHAAixzNaRZQQCcPQZBubgpzVw6pybik3Hd,274,,,,,,,
7ud3hvYTPBewEsw4JhssxTxfstLTb78TQoNN6sRrU8eA,-7.63%,"$-17,047.23","$-17,049.84",18.18%,?,['trojan'],0.44,https://gmgn.ai/sol/address/7ud3hvYTPBewEsw4JhssxTxfstLTb78TQoNN6sRrU8eA,352,10,64,14,3,1,0,0
6A1guipxBq6EPLoCpHjS6v4gGtCi2GDut31bDiw9Bzow,-15.45%,"$-5,148.85","$-12,445.51",28.17%,?,['photon'],0.00,https://gmgn.ai/sol/address/6A1guipxBq6EPLoCpHjS6v4gGtCi2GDut31bDiw9Bzow,422,25,55,18,9,1,0,0
3wFDkSxVRVaJUnBG2CzTHFFUsc9yfwLBegawFjyJZuop,2.33%,"$3,313.85","$3,313.85",37.14%,?,['trojan'],3.07,https://gmgn.ai/sol/address/3wFDkSxVRVaJUnBG2CzTHFFUsc9yfwLBegawFjyJZuop,538,7,81,41,10,1,0,0
37FVqViSSioqB5qVDqVcccoUQbuTL5CjFon2xVCCbC3X,33.73%,"$4,835.94","$4,835.94",?,?,[],0.56,https://gmgn.ai/sol/address/37FVqViSSioqB5qVDqVcccoUQbuTL5CjFon2xVCCbC3X,719,,,,,,,
Jxp2RwQmK8PsSXQfiu3PC75N1FFki6MFjHjD9eNGATP,-12.47%,"$-2,717.31","$-2,717.31",?,?,[],0.00,https://gmgn.ai/sol/address/Jxp2RwQmK8PsSXQfiu3PC75N1FFki6MFjHjD9eNGATP,19,,,,,,,
7nPkmU3r1U8tNry3fuBT1w2gFJHLo6cpcPzqZkzUKWuF,-5.43%,"$-5,721.42","$-5,721.42",27.17%,?,['photon'],0.76,https://gmgn.ai/sol/address/7nPkmU3r1U8tNry3fuBT1w2gFJHLo6cpcPzqZkzUKWuF,2558,57,129,45,14,4,0,1
CcWedSsa9Vq8JBpHGXFcrgrgPCk2C29Xu1bmeg9iR1YU,4.19%,"$2,401.47","$2,478.88",47.22%,?,['bullx'],0.11,https://gmgn.ai/sol/address/CcWedSsa9Vq8JBpHGXFcrgrgPCk2C29Xu1bmeg9iR1YU,154,3,56,40,10,2,0,0
3yEbXUTYFQPLHQKjs6SfMC8p9t8HagBPXCP4ZkhPxhTc,6.30%,"$49,204.07","$51,216.09",18.42%,?,[],71.75,https://gmgn.ai/sol/address/3yEbXUTYFQPLHQKjs6SfMC8p9t8HagBPXCP4ZkhPxhTc,813,52,168,48,11,3,0,0
GbKRUom31dG7HAmGoUG5m4yDzGioAb6U7oyeSDi8At9b,28.53%,"$97,853.80","$181,177.65",24.64%,?,['photon'],193.13,https://gmgn.ai/sol/address/GbKRUom31dG7HAmGoUG5m4yDzGioAb6U7oyeSDi8At9b,764,84,112,57,35,10,0,2
78a1yr8XU5ozQN8WTvupGBG5yGESnWrvYHxhbhHdWntX,-8.68%,"$-3,390.58","$-3,390.58",17.39%,?,['gmgn'],0.00,https://gmgn.ai/sol/address/78a1yr8XU5ozQN8WTvupGBG5yGESnWrvYHxhbhHdWntX,215,,,,,,,
C3JD2tRTrBxedMhLVcMX9N22os5NoEBWYNk7HyzkXHkM,44.70%,"$13,536.37","$30,211.91",43.90%,?,['photon'],23.89,https://gmgn.ai/sol/address/C3JD2tRTrBxedMhLVcMX9N22os5NoEBWYNk7HyzkXHkM,577,54,85,80,23,15,0,3
9QEnTTsiyftfmc6feQ87WCgsFVqZB2vkBnigoP5Jwenu,10.00%,"$6,168.34","$6,846.54",26.47%,?,['photon'],13.88,https://gmgn.ai/sol/address/9QEnTTsiyftfmc6feQ87WCgsFVqZB2vkBnigoP5Jwenu,1094,6,108,28,5,2,0,0
2YFAsJyJ3jSZ7KpqW4YhEQABL6kAogKZhLBBYgqc4wrZ,16.76%,"$53,717.17","$53,717.17",44.80%,?,['gmgn'],0.00,https://gmgn.ai/sol/address/2YFAsJyJ3jSZ7KpqW4YhEQABL6kAogKZhLBBYgqc4wrZ,871,25,96,100,13,5,0,1
HNwQwv4W7SsPBppVn7Wjo6At2TkZwUjrUu4qAEaprLrv,36.62%,$63.56,$63.56,27.03%,?,['bullx'],0.02,https://gmgn.ai/sol/address/HNwQwv4W7SsPBppVn7Wjo6At2TkZwUjrUu4qAEaprLrv,112,6,34,23,0,1,0,1
A7wFrvP3yaThgJov5itLxxW73t5Sm53XnM6AcsF8E2Ga,0.85%,"$1,074.16","$3,777.24",?,?,['trojan'],0.00,https://gmgn.ai/sol/address/A7wFrvP3yaThgJov5itLxxW73t5Sm53XnM6AcsF8E2Ga,644,,,,,,,
8JiZiHgg8WqfFMPTbBJAitAW171dDE7r8ELmwEiF6NbY,1.65%,$274.49,$399.82,24.07%,?,['gmgn'],0.00,https://gmgn.ai/sol/address/8JiZiHgg8WqfFMPTbBJAitAW171dDE7r8ELmwEiF6NbY,745,48,172,58,16,6,0,0
6JsbNcotc3yKXUjbLKPnqY49q89omMkLk9QDHT95PLze,0.22%,$895.88,$390.59,41.04%,?,['gmgn'],0.00,https://gmgn.ai/sol/address/6JsbNcotc3yKXUjbLKPnqY49q89omMkLk9QDHT95PLze,282,0,0,21,20,6,1,2
58Nn4Dq6X2APGYcU7VGCqz5ueeRJVE4Kjfi93mzGLZUY,12.43%,"$14,933.98","$14,933.98",70.00%,?,['trojan'],2.42,https://gmgn.ai/sol/address/58Nn4Dq6X2APGYcU7VGCqz5ueeRJVE4Kjfi93mzGLZUY,278,3,48,91,17,0,0,0
Hp6PfQD4oshpz7LUecdvRsNNbRKEq5ZHhBoXV1A1v68K,12.26%,"$13,906.03","$13,906.03",?,?,[],0.09,https://gmgn.ai/sol/address/Hp6PfQD4oshpz7LUecdvRsNNbRKEq5ZHhBoXV1A1v68K,380,,,,,,,
66rBdxrZdgAx7myxDP9E2UNT4iMFKap9g1Hk3J1wbKGN,3.03%,"$9,545.74","$9,429.20",46.67%,?,['trojan'],0.31,https://gmgn.ai/sol/address/66rBdxrZdgAx7myxDP9E2UNT4iMFKap9g1Hk3J1wbKGN,237,16,45,43,13,1,0,0
FtGVN52DpZa2qc8Q8VbzzD5y2pyS2t7LDFB382iG5dXa,8.17%,"$7,405.79","$7,405.79",57.88%,?,['trojan'],5.61,https://gmgn.ai/sol/address/FtGVN52DpZa2qc8Q8VbzzD5y2pyS2t7LDFB382iG5dXa,562,23,104,148,21,4,0,0
AK7sFPq7xGM48BBNhuU6byuuP7YgRoSLPpKaLcrkRwyX,5.47%,"$13,325.53","$31,254.98",34.62%,?,[],18.20,https://gmgn.ai/sol/address/AK7sFPq7xGM48BBNhuU6byuuP7YgRoSLPpKaLcrkRwyX,630,18,142,122,6,1,2,0
EtQoGQh2QVod9gokWHpXsF6v878vSYRWVUtyg8dja8zt,-23.45%,"$-10,788.81","$-10,788.81",?,?,[],0.03,https://gmgn.ai/sol/address/EtQoGQh2QVod9gokWHpXsF6v878vSYRWVUtyg8dja8zt,114,,,,,,,
HJRL61ZUgKDGwSdZ5uXrGY2fzgjrCZjuYqqdPq6gfL2F,15.72%,"$18,209.34","$27,341.27",38.96%,?,['photon'],19.69,https://gmgn.ai/sol/address/HJRL61ZUgKDGwSdZ5uXrGY2fzgjrCZjuYqqdPq6gfL2F,617,74,136,60,27,3,0,0
6hF1RSfFBUgdDUBa2vQTSsNNJE5hQgRWXzgB3LiRcGcS,37.26%,"$6,583.85","$6,583.85",?,?,[],0.09,https://gmgn.ai/sol/address/6hF1RSfFBUgdDUBa2vQTSsNNJE5hQgRWXzgB3LiRcGcS,557,,,,,,,
BcTzKJiuSXgEmhNJ8ZxekYyPHhLei4JZUWVSYcxHQWYb,20.90%,"$14,581.34","$14,581.34",?,?,[],27.74,https://gmgn.ai/sol/address/BcTzKJiuSXgEmhNJ8ZxekYyPHhLei4JZUWVSYcxHQWYb,421,,,,,,,
