Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,-50% +,0% - -50%,0 - 50%,50% - 199%,200% - 499%,500% - 600%,600% +
r5wfxsE9Zb9W8zotnJNnfwgLxnuNmp6m6mzhiXzwDYY,6.25%,"$8,437.55","$19,306.15",72.07%,?,['bullx'],17.60,https://gmgn.ai/sol/address/r5wfxsE9Zb9W8zotnJNnfwgLxnuNmp6m6mzhiXzwDYY,403,7,70,222,1,0,0,0
3kXcMoeV5BQBzQx7ctFgYEB7Nf3NKgjyFyWWuR3KyhS8,-0.99%,$-353.33,$-353.33,52.31%,?,['bullx'],1.66,https://gmgn.ai/sol/address/3kXcMoeV5BQBzQx7ctFgYEB7Nf3NKgjyFyWWuR3KyhS8,268,1,6,7,0,0,0,0
77P3DYHGxq98uwgcKhYiyWdR3pXQgKj7vQtkpSBUzg2C,2.33%,$629.97,$629.97,39.44%,?,[],0.92,https://gmgn.ai/sol/address/77P3DYHGxq98uwgcKhYiyWdR3pXQgKj7vQtkpSBUzg2C,1114,34,148,78,31,6,1,1
H2QYdjHoFtkjdXo7EVXoPdH6wapBD1igFEixXAYYVhde,58.70%,"$6,773.93","$10,780.58",29.06%,?,[],32.62,https://gmgn.ai/sol/address/H2QYdjHoFtkjdXo7EVXoPdH6wapBD1igFEixXAYYVhde,1319,0,0,1,1,18,4,26
5pf19wWxvZAoEWr398ooR4LEoco1KuHcuRG79gmxM6Eq,-0.27%,$402.84,$-245.78,52.88%,?,['gmgn'],1.20,https://gmgn.ai/sol/address/5pf19wWxvZAoEWr398ooR4LEoco1KuHcuRG79gmxM6Eq,278,12,87,86,11,0,0,0
FP2ayAKozjJG9v4jqPQvsRognBVdiZN8j7agffKayQf5,6.13%,$112.52,$112.52,42.95%,?,[],0.00,https://gmgn.ai/sol/address/FP2ayAKozjJG9v4jqPQvsRognBVdiZN8j7agffKayQf5,152,0,0,39,10,0,0,1
CxbvvwohVcM8KcjgroFKBZodzKoM62dRpaTo5soRdFVF,8.09%,"$1,661.85","$1,661.85",24.60%,?,['trojan'],0.00,https://gmgn.ai/sol/address/CxbvvwohVcM8KcjgroFKBZodzKoM62dRpaTo5soRdFVF,663,80,164,36,12,5,1,2
6ocX9nqdTLjm99HXXFVfucshcvWVo7h8BFQDwk9R12xu,55.98%,"$115,904.77","$272,289.76",51.72%,?,['photon'],5575.17,https://gmgn.ai/sol/address/6ocX9nqdTLjm99HXXFVfucshcvWVo7h8BFQDwk9R12xu,82,0,0,23,12,9,1,5
5gqdidvXfcTQjjyMyot2PwQZSza8N4TgBbWouoFvFZjG,23.96%,"$31,883.80","$-42,647.22",28.12%,?,[],292.58,https://gmgn.ai/sol/address/5gqdidvXfcTQjjyMyot2PwQZSza8N4TgBbWouoFvFZjG,87,11,11,9,4,3,0,2
BDEX68oTMQnBfRB9qpHZ9aoUVYLGYGmbLX2eDuDVHDJn,38.14%,"$145,585.83","$258,985.35",51.35%,?,['photon'],939.54,https://gmgn.ai/sol/address/BDEX68oTMQnBfRB9qpHZ9aoUVYLGYGmbLX2eDuDVHDJn,196,0,0,1,15,21,4,9
61C7EQXwtJ9dWBeLB4g6mYqXLkpaSxUqehrQykQLtZa9,7.42%,"$2,379.01","$2,379.01",48.85%,?,['trojan'],0.00,https://gmgn.ai/sol/address/61C7EQXwtJ9dWBeLB4g6mYqXLkpaSxUqehrQykQLtZa9,169,,,,,,,
GmM5UFm8xu6TnZD7avwYcQ1zq25hD5yvHfYyAksHu9vB,210.02%,"$-36,409.31","$-320,717.16",40.00%,?,['trojan'],0.23,https://gmgn.ai/sol/address/GmM5UFm8xu6TnZD7avwYcQ1zq25hD5yvHfYyAksHu9vB,56,26,11,7,5,0,0,1
4kcnngr5f4jqN5Z3Lbxq7dY1DZNhakxrh4ZJDgngyup1,122.99%,"$132,791.02","$133,083.21",79.69%,?,['trojan'],97.15,https://gmgn.ai/sol/address/4kcnngr5f4jqN5Z3Lbxq7dY1DZNhakxrh4ZJDgngyup1,141,0,0,39,4,3,0,4
GaSuTjKVkiSzj7s6xWm4M1URVboZZ4ahV9k3afSLsM7m,22.54%,"$23,070.09","$23,070.09",?,?,[],281.55,https://gmgn.ai/sol/address/GaSuTjKVkiSzj7s6xWm4M1URVboZZ4ahV9k3afSLsM7m,492,,,,,,,
H9pC34EamwAHkYK6jSDAGVUtXDX8YuEAxh1EmrgBYGdo,41.73%,"$70,718.75","$145,778.25",62.75%,?,[],35.85,https://gmgn.ai/sol/address/H9pC34EamwAHkYK6jSDAGVUtXDX8YuEAxh1EmrgBYGdo,403,0,0,31,16,2,0,1
vW2jK2VC1BHTtnJapev61aiqbiFPRGZLkTsKsN6AM4q,19.13%,"$-38,108.21","$1,387.09",47.44%,?,"['photon', 'trojan']",651.74,https://gmgn.ai/sol/address/vW2jK2VC1BHTtnJapev61aiqbiFPRGZLkTsKsN6AM4q,262,67,119,83,29,2,0,0
5YkZmuaLhrPjFv4vtYE2mcR6J4JEXG1EARGh8YYFo8s4,32.05%,"$9,905.68","$960,409.98",25.64%,?,['photon'],11.85,https://gmgn.ai/sol/address/5YkZmuaLhrPjFv4vtYE2mcR6J4JEXG1EARGh8YYFo8s4,147,0,0,0,11,19,3,17
m7Kaas3Kd8FHLnCioSjCoSuVDReZ6FDNBVM6HTNYuF7,18.76%,"$61,503.32","$317,442.20",42.86%,?,['photon'],509.57,https://gmgn.ai/sol/address/m7Kaas3Kd8FHLnCioSjCoSuVDReZ6FDNBVM6HTNYuF7,118,0,0,7,25,16,0,2
CUwbnfYxPfyCSGDm8p4wHnaZhmigKyfE1vbACn79BXoE,6.86%,"$-18,982.44","$74,682.68",63.13%,?,['bullx'],1.65,https://gmgn.ai/sol/address/CUwbnfYxPfyCSGDm8p4wHnaZhmigKyfE1vbACn79BXoE,365,0,0,13,22,12,1,2
4PFc2JNe82LDEGqAeSE8LqNpaxdN3hfAixYoXmyQ8PuQ,81.81%,"$45,668.40","$46,818.48",38.46%,?,"['bullx', 'trojan']",18.47,https://gmgn.ai/sol/address/4PFc2JNe82LDEGqAeSE8LqNpaxdN3hfAixYoXmyQ8PuQ,268,8,14,15,5,5,0,3
24h2qoAxG1cy8EfCL2F5rRKmMnQnympZjNqw7ixMuVtn,88.41%,"$54,665.97","$54,665.97",91.38%,?,['trojan'],41.62,https://gmgn.ai/sol/address/24h2qoAxG1cy8EfCL2F5rRKmMnQnympZjNqw7ixMuVtn,104,0,3,15,9,3,0,4
56S29mZ3wqvw8hATuUUFqKhGcSGYFASRRFNT38W8q7G3,33.57%,"$84,366.94","$447,790.68",34.18%,?,[],24.87,https://gmgn.ai/sol/address/56S29mZ3wqvw8hATuUUFqKhGcSGYFASRRFNT38W8q7G3,330,0,0,0,0,2,4,44
AdXvNFNHyNM3GmNnTzH9GZDJWnsKsPA1pmet1Q4QvpdV,9.29%,"$12,779.74","$47,112.87",78.06%,?,['bullx'],0.00,https://gmgn.ai/sol/address/AdXvNFNHyNM3GmNnTzH9GZDJWnsKsPA1pmet1Q4QvpdV,527,,,,,,,
8Jqi5UJQBZFLCCCqXaFY5hPEgR3MbkhSSvGjGG4BuoCT,-2.47%,$-585.69,$-585.69,?,?,[],4.00,https://gmgn.ai/sol/address/8Jqi5UJQBZFLCCCqXaFY5hPEgR3MbkhSSvGjGG4BuoCT,158,,,,,,,
ArisggznLZKzaSbhXbuquDYQeKyodaX6wccfeXyyt6Qy,10.06%,"$24,932.42","$60,743.65",17.01%,?,['trojan'],21.15,https://gmgn.ai/sol/address/ArisggznLZKzaSbhXbuquDYQeKyodaX6wccfeXyyt6Qy,344,0,0,0,21,6,3,20
GqetXSWyK18fJxeiD8yLxGwTN5UKn8DztzbGyofdruPj,19.63%,"$42,721.26","$41,115.13",34.78%,?,[],94.58,https://gmgn.ai/sol/address/GqetXSWyK18fJxeiD8yLxGwTN5UKn8DztzbGyofdruPj,25,0,16,15,11,2,1,4
DfER5UkYnXRqGZ6vV79f8Fpm228AL4BMopR2LGwiLZGk,37.98%,"$41,735.52","$41,735.52",42.96%,?,[],4.92,https://gmgn.ai/sol/address/DfER5UkYnXRqGZ6vV79f8Fpm228AL4BMopR2LGwiLZGk,1130,7,151,107,28,2,0,3
6vqt7kmdnq5XeUhAE7L7Nt23UpUvYGvVyqQiiA31eKvw,-1.01%,"$-4,016.05","$-4,016.05",?,?,[],8.79,https://gmgn.ai/sol/address/6vqt7kmdnq5XeUhAE7L7Nt23UpUvYGvVyqQiiA31eKvw,3448,,,,,,,
BGub3hib3r1KNdozmMqYtgvWT3NMQXktkB2UB1sS24SD,-5.69%,"$-19,349.55","$-19,974.48",32.14%,?,[],0.63,https://gmgn.ai/sol/address/BGub3hib3r1KNdozmMqYtgvWT3NMQXktkB2UB1sS24SD,456,1,22,19,5,1,0,0
CzsH4K8eBQqtAGjFkxNtP3Gcu2XY3pGw6x3y1RKFAFhG,-0.47%,"$-5,638.75","$-5,010.82",28.12%,?,['photon'],59.03,https://gmgn.ai/sol/address/CzsH4K8eBQqtAGjFkxNtP3Gcu2XY3pGw6x3y1RKFAFhG,1048,55,28,19,11,3,1,1
9TrnoDNNcCLJcUk5PpLFh1KPybghbaApXUxNAuFxgmMC,237.71%,"$54,545.24","$55,094.12",79.17%,?,[],266.27,https://gmgn.ai/sol/address/9TrnoDNNcCLJcUk5PpLFh1KPybghbaApXUxNAuFxgmMC,58,2,6,5,2,2,1,3
7G6eZQpVPWMzcW4UFDjoFN8q3F2jRNEnRCLKzAsMyYk7,11.43%,"$12,207.90","$60,260.52",34.48%,?,"['bullx', 'trojan']",99.43,https://gmgn.ai/sol/address/7G6eZQpVPWMzcW4UFDjoFN8q3F2jRNEnRCLKzAsMyYk7,383,51,109,62,20,5,0,0
7SyS77wm8udx5DrsYpWSwY2vkdgLJ8QZFbPpUFA4n6vM,2.39%,"$-18,265.82","$-34,021.62",36.67%,?,[],0.35,https://gmgn.ai/sol/address/7SyS77wm8udx5DrsYpWSwY2vkdgLJ8QZFbPpUFA4n6vM,1594,28,137,42,9,4,0,0
BbjGtiywBxZmwb9eeJ2pkwoeqWfy9YJAvFKnmwKke3r8,8.18%,$517.31,$517.31,?,?,[],0.00,https://gmgn.ai/sol/address/BbjGtiywBxZmwb9eeJ2pkwoeqWfy9YJAvFKnmwKke3r8,280,,,,,,,
Duh2TywSKvkDysytmCYecex3ViW3ZPgLM84CSPUpqsif,0.15%,"$1,690.46","$3,584.90",33.60%,?,['trojan'],11.62,https://gmgn.ai/sol/address/Duh2TywSKvkDysytmCYecex3ViW3ZPgLM84CSPUpqsif,1850,,,,,,,
9KcsMYMyhnXrMjsjAfJsz7r3auXPHZ7rTKKor7bWjQE2,12.80%,$-100.33,$-100.33,?,?,[],0.10,https://gmgn.ai/sol/address/9KcsMYMyhnXrMjsjAfJsz7r3auXPHZ7rTKKor7bWjQE2,198,,,,,,,
6wML6zkbGEs2JSQSxbqG86JtSdNxof3T1JukUxopfzsJ,50.78%,"$11,461.68","$11,461.68",42.25%,?,['trojan'],8.57,https://gmgn.ai/sol/address/6wML6zkbGEs2JSQSxbqG86JtSdNxof3T1JukUxopfzsJ,127,1,1,1,0,0,0,1
A3NwnP4Fmjq4DwtMnnsN8WArWRYkeJj5rdH5dDGUEPFu,46.17%,"$227,345.72","$213,489.38",35.00%,?,['photon'],500.05,https://gmgn.ai/sol/address/A3NwnP4Fmjq4DwtMnnsN8WArWRYkeJj5rdH5dDGUEPFu,167,25,14,5,2,2,0,3
7YQJnvHmETYiatcbqaXKAy6CJjbsNfgScZBbXKGPZF5K,37.93%,"$35,067.98","$79,450.04",55.00%,?,['photon'],157.60,https://gmgn.ai/sol/address/7YQJnvHmETYiatcbqaXKAy6CJjbsNfgScZBbXKGPZF5K,57,36,26,33,24,4,1,2
DzcECUzDbmAq97E1tpfAWR5GHxfksDLpH3E9wKpTA9eH,43.20%,"$64,131.39","$169,735.47",61.40%,?,['photon'],519.88,https://gmgn.ai/sol/address/DzcECUzDbmAq97E1tpfAWR5GHxfksDLpH3E9wKpTA9eH,203,0,0,11,21,10,2,5
BAQhjwiXsjgXX1WHFDptSp6kc6Aurds8FEhLPJCeoxoS,40.82%,"$10,079.81","$36,124.24",9.52%,?,[],24.92,https://gmgn.ai/sol/address/BAQhjwiXsjgXX1WHFDptSp6kc6Aurds8FEhLPJCeoxoS,45,28,9,2,1,0,0,4
9eb3mJR2nVWUTLgt6G1zSFfMuagbcbBSfG7483sEGUio,-2.09%,"$59,781.93","$27,460.96",50.00%,?,['trojan'],59.56,https://gmgn.ai/sol/address/9eb3mJR2nVWUTLgt6G1zSFfMuagbcbBSfG7483sEGUio,48,0,0,28,16,2,0,4
GAJCVK9NXJk9e49kEx4tNWkgdPqCLazh1SM7rQ1RzPMB,67.45%,"$80,892.92","$81,198.72",38.71%,?,[],19.99,https://gmgn.ai/sol/address/GAJCVK9NXJk9e49kEx4tNWkgdPqCLazh1SM7rQ1RzPMB,406,0,3,29,9,2,0,4
GhAmmhHjewCFb4zpPm5D4apqzJGvW7NqPNwrwRE2qT7B,10.24%,$-553.76,$-954.46,27.59%,?,['photon'],0.61,https://gmgn.ai/sol/address/GhAmmhHjewCFb4zpPm5D4apqzJGvW7NqPNwrwRE2qT7B,84,26,10,11,4,0,0,0
DqzmYv1gV2vqdZnRPYBm8muFDCVpNusbnBZBhj2r3kxp,17.29%,"$84,546.78","$121,635.06",40.68%,?,[],59.86,https://gmgn.ai/sol/address/DqzmYv1gV2vqdZnRPYBm8muFDCVpNusbnBZBhj2r3kxp,394,39,46,39,20,7,0,1
c1V6ZNeiyssYyVafXDF27dT5NDGPgSFMm1DjYJBY9F4,17.55%,"$11,996.60","$11,996.60",40.00%,?,['trojan'],0.79,https://gmgn.ai/sol/address/c1V6ZNeiyssYyVafXDF27dT5NDGPgSFMm1DjYJBY9F4,141,8,34,16,3,1,0,1
GJgMeortRJNPuHahkMR14vLRLMZJCaJuqoXSAt4ErCRk,28.59%,"$42,878.51","$240,004.25",26.32%,?,['photon'],169.53,https://gmgn.ai/sol/address/GJgMeortRJNPuHahkMR14vLRLMZJCaJuqoXSAt4ErCRk,74,0,0,0,10,22,3,15
9dDh3mJ1E35aYrLTpataTeE7Q1uiv2PXkpHihQTeoMZD,1.03%,"$-26,634.94","$39,437.30",28.57%,?,['bluechip_owner'],90.35,https://gmgn.ai/sol/address/9dDh3mJ1E35aYrLTpataTeE7Q1uiv2PXkpHihQTeoMZD,57,19,24,6,10,2,0,0
4PN46kD8jxFrsXrFc9B7K3uJb7c9oA6VG3nz4tTfc3mU,20.42%,"$44,256.28","$44,256.28",39.13%,?,['bullx'],220.01,https://gmgn.ai/sol/address/4PN46kD8jxFrsXrFc9B7K3uJb7c9oA6VG3nz4tTfc3mU,536,,,,,,,
AhFUyvuSRDqtT9hVUMHtsy1cN8mcHqB6EAcznvxfAKM3,13.75%,"$45,700.72","$52,178.57",44.25%,?,['photon'],44.29,https://gmgn.ai/sol/address/AhFUyvuSRDqtT9hVUMHtsy1cN8mcHqB6EAcznvxfAKM3,580,0,0,14,25,10,1,0
CgsM7KA8A5cuQ62zmWbCvnJLdXmS3P1rTZteho2i2PA8,0.30%,"$92,323.11","$374,970.31",39.06%,?,['photon'],87.37,https://gmgn.ai/sol/address/CgsM7KA8A5cuQ62zmWbCvnJLdXmS3P1rTZteho2i2PA8,505,0,0,3,17,13,2,15
5aiymYKa96eZbDzb8ShJfF4FHcpmHe3bVaW1n8FjtKVg,13.69%,"$124,384.54","$146,613.58",38.89%,?,[],6.63,https://gmgn.ai/sol/address/5aiymYKa96eZbDzb8ShJfF4FHcpmHe3bVaW1n8FjtKVg,1718,20,81,52,13,1,0,0
HzWx6yTK9QHz62SbZZBNNmQYs43QAJnyBbcsxMjauogA,110.11%,"$28,008.55","$207,411.51",100.00%,?,[],1.04,https://gmgn.ai/sol/address/HzWx6yTK9QHz62SbZZBNNmQYs43QAJnyBbcsxMjauogA,68,0,0,1,0,2,0,0
JAFfwUQjhRhbofsafM8bAuwpRE4j5RoCmY3BNJdRvq5u,8.55%,"$-14,392.69","$108,710.57",27.97%,?,[],4.00,https://gmgn.ai/sol/address/JAFfwUQjhRhbofsafM8bAuwpRE4j5RoCmY3BNJdRvq5u,2446,133,87,52,24,4,0,0
DQmDacfbwYtPYjJzp3iTtLdwtwZg9uSyKnkbogTfzgMi,-2.19%,"$-10,249.68","$-10,249.68",26.04%,?,['photon'],52.64,https://gmgn.ai/sol/address/DQmDacfbwYtPYjJzp3iTtLdwtwZg9uSyKnkbogTfzgMi,318,47,120,24,24,7,2,1
FK7nhxN2pZxi2wANYaeZC2RjKkLMEg75aDZNGaPkKYQU,15.72%,"$120,918.04","$187,140.47",44.68%,?,['photon'],176.36,https://gmgn.ai/sol/address/FK7nhxN2pZxi2wANYaeZC2RjKkLMEg75aDZNGaPkKYQU,902,70,135,55,17,5,3,8
4ZtatmZS7ZzJTQuLYU3QXSSpXpBaSkk56HAErey9RLVY,28.08%,"$36,922.93","$16,768.96",38.14%,?,[],363.99,https://gmgn.ai/sol/address/4ZtatmZS7ZzJTQuLYU3QXSSpXpBaSkk56HAErey9RLVY,204,0,0,27,19,2,1,1
FpQgTAopNKUHWo9q561RWNRWnNYf1p3cSPmN5JU1beSY,-0.09%,"$11,103.46","$9,211.77",24.19%,?,['trojan'],21.81,https://gmgn.ai/sol/address/FpQgTAopNKUHWo9q561RWNRWnNYf1p3cSPmN5JU1beSY,155,0,0,13,20,14,0,3
FhJ7WGyFLk6f6JJMoeQR7jwAW1NMXsCFCtTAXtT2wnuW,60.39%,"$51,230.25","$221,842.60",53.49%,?,['photon'],470.58,https://gmgn.ai/sol/address/FhJ7WGyFLk6f6JJMoeQR7jwAW1NMXsCFCtTAXtT2wnuW,92,0,0,18,23,8,0,1
FRvbKE9y97Lb1SvWCYwNVcRbtPCnC5DWTtpiAWMazsUr,11.93%,"$89,965.69","$232,340.09",61.11%,?,[],622.10,https://gmgn.ai/sol/address/FRvbKE9y97Lb1SvWCYwNVcRbtPCnC5DWTtpiAWMazsUr,775,0,0,49,1,0,0,0
AtecaTKFsQemNzXjg9T6yzU8b4i7UPZgxQdfnf5mgwst,8.63%,"$33,068.78","$33,068.78",45.07%,?,['photon'],99.26,https://gmgn.ai/sol/address/AtecaTKFsQemNzXjg9T6yzU8b4i7UPZgxQdfnf5mgwst,1057,14,153,100,27,6,0,0
3n7Tbht19v1mL2yfdsFEcqn8xcnFzs8WeRQUec1EnEUY,8.10%,"$-21,115.36","$-31,555.60",44.87%,?,[],4.19,https://gmgn.ai/sol/address/3n7Tbht19v1mL2yfdsFEcqn8xcnFzs8WeRQUec1EnEUY,386,12,47,35,11,3,0,0
hnu5iBK8UoHb51UFsH1RYTUAYdrhjHvV5YMTf9T1CYN,2.26%,"$324,074.76","$1,044,998.83",58.18%,?,['bluechip_owner'],15.26,https://gmgn.ai/sol/address/hnu5iBK8UoHb51UFsH1RYTUAYdrhjHvV5YMTf9T1CYN,21712,0,0,50,0,0,0,0
Azr28kqxkJVgxNvcZzmB1WoQ8pt17PHu7p1PmSpdMjig,52.29%,"$62,848.13","$62,423.97",29.85%,?,['photon'],6.82,https://gmgn.ai/sol/address/Azr28kqxkJVgxNvcZzmB1WoQ8pt17PHu7p1PmSpdMjig,1001,77,72,44,19,8,0,1
8pCZAvk5rqWDZ6gHvAYAJPRYm9oVbdkpq7HYpJC84ueH,36.77%,"$24,557.49","$24,557.49",42.42%,?,['gmgn'],42.80,https://gmgn.ai/sol/address/8pCZAvk5rqWDZ6gHvAYAJPRYm9oVbdkpq7HYpJC84ueH,95,9,11,13,4,1,0,1
AFB6gKwwpuba5QjWvBjHqy5mSkzgsVUT5wwRwt6UrkZH,49.96%,"$-47,003.69","$114,822.23",25.00%,?,[],0.04,https://gmgn.ai/sol/address/AFB6gKwwpuba5QjWvBjHqy5mSkzgsVUT5wwRwt6UrkZH,88,12,10,10,4,3,1,2
M5Q1hFKopMr2DyNabEkrgoh6tGaF6z6NVQZ5SGUPss8,-49.54%,"$-108,096.71","$463,245.56",35.88%,?,['photon'],323.48,https://gmgn.ai/sol/address/M5Q1hFKopMr2DyNabEkrgoh6tGaF6z6NVQZ5SGUPss8,541,0,0,12,19,12,3,4
H8dtTVq1LuriZ629VmYPbN9qRMDq827q2ejEuB2AW9YD,18.55%,"$-29,774.53","$33,656.22",26.92%,?,[],0.01,https://gmgn.ai/sol/address/H8dtTVq1LuriZ629VmYPbN9qRMDq827q2ejEuB2AW9YD,79,18,10,7,8,1,2,3
EBpRhxCTXLRRPWXdakm9p7XubgUiubCWPCU8wcTBZ2kX,4049.18%,"$34,481.54","$34,481.54",90.00%,?,"['photon', 'bullx']",0.00,https://gmgn.ai/sol/address/EBpRhxCTXLRRPWXdakm9p7XubgUiubCWPCU8wcTBZ2kX,52,0,1,0,0,0,0,9
6vPyJm7TRpY6MTMuFM3RNJE6eLiCQcj5ZUfPAohYYCBd,21.43%,"$19,811.62","$19,811.62",46.77%,?,[],0.00,https://gmgn.ai/sol/address/6vPyJm7TRpY6MTMuFM3RNJE6eLiCQcj5ZUfPAohYYCBd,103,,,,,,,
3kxZYjKZzQd9y94aXvgATwoJ7vGfCHWDqzy7zzF2SJKZ,30.67%,"$24,353.65","$126,354.67",16.67%,?,[],6.90,https://gmgn.ai/sol/address/3kxZYjKZzQd9y94aXvgATwoJ7vGfCHWDqzy7zzF2SJKZ,69,15,13,3,1,0,0,2
9noyPUUmEqfLeYL1EJv8UqtMCPCS4QXNyfCw76rV8CWc,-2.66%,"$-49,321.67","$-49,321.67",?,?,[],3.17,https://gmgn.ai/sol/address/9noyPUUmEqfLeYL1EJv8UqtMCPCS4QXNyfCw76rV8CWc,378,,,,,,,
5fvbWtmAz67XoY2KB5HxvqPF2XZWxDVKXkz7mdtmTgc,48.36%,"$3,678.33","$3,678.33",100.00%,?,"['photon', 'trojan']",0.00,https://gmgn.ai/sol/address/5fvbWtmAz67XoY2KB5HxvqPF2XZWxDVKXkz7mdtmTgc,4,,,,,,,
7jkPBkG2hvejmRuzz67EmhWakx7TbQgcbetaAKVAPnFT,1072.68%,"$41,377.50","$41,377.50",100.00%,?,"['photon', 'trojan']",0.00,https://gmgn.ai/sol/address/7jkPBkG2hvejmRuzz67EmhWakx7TbQgcbetaAKVAPnFT,52,,,,,,,
CPbjUhD37zq2WYvs7tvL54n2GrLkjgdoXeDzpoMueRc4,1.55%,$173.06,$173.06,42.86%,?,"['photon', 'bullx']",0.00,https://gmgn.ai/sol/address/CPbjUhD37zq2WYvs7tvL54n2GrLkjgdoXeDzpoMueRc4,5,,,,,,,
GEqU1ouxRCE7xBmGGE4jmwfqiaxKudCYidJKP1d2S3j4,-12.26%,"$-1,324.40","$-1,324.40",50.00%,?,"['photon', 'bullx']",0.00,https://gmgn.ai/sol/address/GEqU1ouxRCE7xBmGGE4jmwfqiaxKudCYidJKP1d2S3j4,5,,,,,,,
7fsu1eH3o2pUEUQa333QueTwjPD2Xa88cUzXfFV6yBm2,1885.95%,"$19,523.03","$19,523.03",90.00%,?,"['bullx', 'trojan']",0.00,https://gmgn.ai/sol/address/7fsu1eH3o2pUEUQa333QueTwjPD2Xa88cUzXfFV6yBm2,51,,,,,,,
EdHUJ6y8QeaojhdtaWaV6xoxzeKMm3UoTBU5bXtZ1SXv,-6.46%,$-783.40,$-783.40,50.00%,?,"['bullx', 'trojan']",0.00,https://gmgn.ai/sol/address/EdHUJ6y8QeaojhdtaWaV6xoxzeKMm3UoTBU5bXtZ1SXv,8,,,,,,,
4b6dSgkdUEoEbDwTc8HqEyPisaeMvfkBCFZ2nDaATRBa,-21.16%,"$-1,852.62","$-1,852.62",40.00%,?,"['photon', 'trojan']",0.00,https://gmgn.ai/sol/address/4b6dSgkdUEoEbDwTc8HqEyPisaeMvfkBCFZ2nDaATRBa,5,,,,,,,
EivxfxapDEFPLKfjgmRcBUpotfyQ3Za1uzSAdFRU4JFp,5.17%,"$6,997.45","$6,997.45",67.92%,?,[],2.57,https://gmgn.ai/sol/address/EivxfxapDEFPLKfjgmRcBUpotfyQ3Za1uzSAdFRU4JFp,56,6,12,34,4,0,0,0
GBsMpSSnGnbbBrFMyfHz1cz2vEEp1hp5JZwHD2qtH1gq,22.92%,"$35,862.49","$102,990.62",82.61%,?,['photon'],46.90,https://gmgn.ai/sol/address/GBsMpSSnGnbbBrFMyfHz1cz2vEEp1hp5JZwHD2qtH1gq,124,0,0,12,30,6,0,2
7patMGnTguHrSWb9XSyGqjXCHdDmczdairupmQsJktWw,8.36%,"$1,018.79","$1,018.79",60.00%,?,"['photon', 'bullx']",0.00,https://gmgn.ai/sol/address/7patMGnTguHrSWb9XSyGqjXCHdDmczdairupmQsJktWw,6,,,,,,,
BTgT3175bTz2VXvJ7zKYg357GZGdFYV6xqrXi4JHX4id,-11.71%,$-945.58,$-945.58,50.00%,?,"['photon', 'trojan']",0.00,https://gmgn.ai/sol/address/BTgT3175bTz2VXvJ7zKYg357GZGdFYV6xqrXi4JHX4id,8,,,,,,,
7KxwBzWQ14erSFbHts2nMUBisffaXVGzZCPjgcZwUqf2,21.59%,"$45,089.18","$45,089.18",37.04%,?,['trojan'],40.27,https://gmgn.ai/sol/address/7KxwBzWQ14erSFbHts2nMUBisffaXVGzZCPjgcZwUqf2,775,1,111,71,8,1,0,0
56Xx6FLQ8skDoMHjYJA5oMr1iDWab7hTFup636mhbjBE,28.35%,"$43,222.13","$116,854.48",78.26%,?,[],23.55,https://gmgn.ai/sol/address/56Xx6FLQ8skDoMHjYJA5oMr1iDWab7hTFup636mhbjBE,319,2,67,160,63,6,0,1
8FYAkQqa66cPKitzcVUByT9Tga4AZgQEMFg5LVWsEXzs,-0.10%,$-7.09,$-7.09,40.00%,?,"['photon', 'trojan']",0.00,https://gmgn.ai/sol/address/8FYAkQqa66cPKitzcVUByT9Tga4AZgQEMFg5LVWsEXzs,6,,,,,,,
8Lh1LC7wJsnwKK4N4TURuuwSvTwWKVrsNvwYXDkEFf4o,-29.86%,"$-1,560.53","$-1,560.53",40.00%,?,"['photon', 'bullx']",0.00,https://gmgn.ai/sol/address/8Lh1LC7wJsnwKK4N4TURuuwSvTwWKVrsNvwYXDkEFf4o,6,,,,,,,
8zibY9AAcrntUdjMeVBpkEQHnuK4YSfJcBrRdvXeVH4r,16.02%,"$29,521.51","$45,904.29",45.65%,?,['photon'],22.47,https://gmgn.ai/sol/address/8zibY9AAcrntUdjMeVBpkEQHnuK4YSfJcBrRdvXeVH4r,774,29,72,53,17,2,2,0
8MuxmnyE5pG6PvqyjcyDSSuSCnpctaPamrAqoJa9Lt6k,6.17%,"$32,499.98","$32,499.98",69.54%,?,[],2.42,https://gmgn.ai/sol/address/8MuxmnyE5pG6PvqyjcyDSSuSCnpctaPamrAqoJa9Lt6k,1816,1,94,193,12,0,0,0
5YN47a5RscFqFkwLXzY31UCDEKRYgusGF2MpMKAonUBX,12.21%,$504.07,$504.07,?,?,"['bullx', 'trojan']",0.00,https://gmgn.ai/sol/address/5YN47a5RscFqFkwLXzY31UCDEKRYgusGF2MpMKAonUBX,2,,,,,,,
Cr5JxeUvLgmacLmHJepYCQDAfnrpZJY4AkmnyRM3saNN,153.74%,"$3,635.69","$3,635.69",100.00%,?,"['photon', 'bullx']",0.00,https://gmgn.ai/sol/address/Cr5JxeUvLgmacLmHJepYCQDAfnrpZJY4AkmnyRM3saNN,3,,,,,,,
